country,year,age,sex,suicides_no,population,suicide_rate
Dominica,1992,15-24 years,male,0.0,,
Dominica,1992,25-34 years,male,0.0,,
Dominica,1992,35-54 years,male,0.0,,
Dominica,1992,5-14 years,male,0.0,,
Dominica,1992,55-74 years,male,0.0,,
Dominica,1992,75+ years,male,0.0,,
Dominica,1993,15-24 years,female,0.0,,
Dominica,1993,25-34 years,female,0.0,,
Dominica,1993,35-54 years,female,0.0,,
Dominica,1993,5-14 years,female,0.0,,
Dominica,1993,55-74 years,female,0.0,,
Dominica,1993,75+ years,female,0.0,,
Dominica,1993,15-24 years,male,0.0,,
Dominica,1993,25-34 years,male,0.0,,
Dominica,1993,35-54 years,male,0.0,,
Dominica,1993,5-14 years,male,0.0,,
Dominica,1993,55-74 years,male,0.0,,
Dominica,1993,75+ years,male,0.0,,
Dominica,1994,15-24 years,female,0.0,,
Dominica,1994,25-34 years,female,0.0,,
Dominica,1994,35-54 years,female,0.0,,
Dominica,1994,5-14 years,female,0.0,,
Dominica,1994,55-74 years,female,0.0,,
Dominica,1994,75+ years,female,0.0,,
Dominica,1994,15-24 years,male,0.0,,
Dominica,1994,25-34 years,male,0.0,,
Dominica,1994,35-54 years,male,0.0,,
Dominica,1994,5-14 years,male,0.0,,
Dominica,1994,55-74 years,male,0.0,,
Dominica,1994,75+ years,male,0.0,,
Dominica,1995,15-24 years,female,0.0,,
Dominica,1995,25-34 years,female,0.0,,
Dominica,1995,35-54 years,female,0.0,,
Dominica,1995,5-14 years,female,0.0,,
Dominica,1995,55-74 years,female,0.0,,
Dominica,1995,75+ years,female,0.0,,
Dominica,1995,15-24 years,male,0.0,,
Dominica,1995,25-34 years,male,0.0,,
Dominica,1995,35-54 years,male,2.0,,
Dominica,1995,5-14 years,male,0.0,,
Dominica,1995,55-74 years,male,0.0,,
Dominica,1995,75+ years,male,0.0,,
Dominica,1996,15-24 years,female,0.0,,
Dominica,1996,25-34 years,female,0.0,,
Dominica,1996,35-54 years,female,0.0,,
Dominica,1996,5-14 years,female,0.0,,
Dominica,1996,55-74 years,female,0.0,,
Dominica,1996,75+ years,female,0.0,,
Dominica,1996,15-24 years,male,0.0,,
Dominica,1996,25-34 years,male,0.0,,
Dominica,1996,35-54 years,male,0.0,,
Dominica,1996,5-14 years,male,0.0,,
Dominica,1996,55-74 years,male,0.0,,
Dominica,1996,75+ years,male,0.0,,
Dominica,1997,15-24 years,female,0.0,,
Dominica,1997,25-34 years,female,0.0,,
Dominica,1997,35-54 years,female,0.0,,
Dominica,1997,5-14 years,female,0.0,,
Dominica,1997,55-74 years,female,0.0,,
Dominica,1997,75+ years,female,0.0,,
Dominica,1997,15-24 years,male,0.0,,
Dominica,1997,25-34 years,male,1.0,,
Dominica,1997,35-54 years,male,0.0,,
Dominica,1997,5-14 years,male,0.0,,
Dominica,1997,55-74 years,male,0.0,,
Dominica,1997,75+ years,male,0.0,,
Dominica,1998,15-24 years,female,0.0,,
Dominica,1998,25-34 years,female,0.0,,
Dominica,1998,35-54 years,female,0.0,,
Dominica,1998,5-14 years,female,0.0,,
Dominica,1998,55-74 years,female,0.0,,
Dominica,1998,75+ years,female,0.0,,
Dominica,1998,15-24 years,male,0.0,,
Dominica,1998,25-34 years,male,0.0,,
Dominica,1998,35-54 years,male,0.0,,
Dominica,1998,5-14 years,male,0.0,,
Dominica,1998,55-74 years,male,0.0,,
Dominica,1998,75+ years,male,0.0,,
Dominica,1999,15-24 years,female,0.0,,
Dominica,1999,25-34 years,female,0.0,,
Dominica,1999,35-54 years,female,1.0,,
Dominica,1999,5-14 years,female,0.0,,
Dominica,1999,55-74 years,female,0.0,,
Dominica,1999,75+ years,female,1.0,,
Dominica,1999,15-24 years,male,1.0,,
Dominica,1999,25-34 years,male,4.0,,
Dominica,1999,35-54 years,male,1.0,,
Dominica,1999,5-14 years,male,0.0,,
Dominica,1999,55-74 years,male,0.0,,
Dominica,1999,75+ years,male,0.0,,
Dominica,2000,15-24 years,female,0.0,,
Dominica,2000,25-34 years,female,0.0,,
Dominica,2000,35-54 years,female,0.0,,
Dominica,2000,5-14 years,female,0.0,,
Dominica,2000,55-74 years,female,0.0,,
Dominica,2000,75+ years,female,0.0,,
Dominica,2000,15-24 years,male,0.0,,
Dominica,2000,25-34 years,male,0.0,,
Dominica,2000,35-54 years,male,0.0,,
Dominica,2000,5-14 years,male,0.0,,
Dominica,2000,55-74 years,male,1.0,,
Dominica,2000,75+ years,male,1.0,,
Dominica,2001,15-24 years,female,1.0,,
Dominica,2001,25-34 years,female,0.0,,
Dominica,2001,35-54 years,female,0.0,,
Dominica,2001,5-14 years,female,0.0,,
Dominica,2001,55-74 years,female,1.0,,
Dominica,2001,75+ years,female,0.0,,
Dominica,2001,15-24 years,male,0.0,,
Dominica,2001,25-34 years,male,1.0,,
Dominica,2001,35-54 years,male,2.0,,
Dominica,2001,5-14 years,male,0.0,,
Dominica,2001,55-74 years,male,0.0,,
Dominica,2001,75+ years,male,0.0,,
Dominica,2002,15-24 years,female,0.0,,
Dominica,2002,25-34 years,female,0.0,,
Dominica,2002,35-54 years,female,0.0,,
Dominica,2002,5-14 years,female,0.0,,
Dominica,2002,55-74 years,female,0.0,,
Dominica,2002,75+ years,female,0.0,,
Dominica,2002,15-24 years,male,0.0,,
Dominica,2002,25-34 years,male,0.0,,
Dominica,2002,35-54 years,male,2.0,,
Dominica,2002,5-14 years,male,0.0,,
Dominica,2002,55-74 years,male,0.0,,
Dominica,2002,75+ years,male,0.0,,
Dominica,2003,15-24 years,female,1.0,,
Dominica,2003,25-34 years,female,0.0,,
Dominica,2003,35-54 years,female,0.0,,
Dominica,2003,5-14 years,female,0.0,,
Dominica,2003,55-74 years,female,0.0,,
Dominica,2003,75+ years,female,0.0,,
Dominica,2003,15-24 years,male,0.0,,
Dominica,2003,25-34 years,male,0.0,,
Dominica,2003,35-54 years,male,1.0,,
Dominica,2003,5-14 years,male,0.0,,
Dominica,2003,55-74 years,male,0.0,,
Dominica,2003,75+ years,male,0.0,,
Dominica,2004,15-24 years,female,0.0,,
Dominica,2004,25-34 years,female,0.0,,
Dominica,2004,35-54 years,female,1.0,,
Dominica,2004,5-14 years,female,0.0,,
Dominica,2004,55-74 years,female,0.0,,
Dominica,2004,75+ years,female,0.0,,
Dominica,2004,15-24 years,male,0.0,,
Dominica,2004,25-34 years,male,1.0,,
Dominica,2004,35-54 years,male,0.0,,
Dominica,2004,5-14 years,male,0.0,,
Dominica,2004,55-74 years,male,0.0,,
Dominica,2004,75+ years,male,0.0,,
Dominica,2005,15-24 years,female,0.0,,
Dominica,2005,25-34 years,female,0.0,,
Dominica,2005,35-54 years,female,0.0,,
Dominica,2005,5-14 years,female,0.0,,
Dominica,2005,55-74 years,female,0.0,,
Dominica,2005,75+ years,female,0.0,,
Dominica,2005,15-24 years,male,0.0,,
Dominica,2005,25-34 years,male,0.0,,
Dominica,2005,35-54 years,male,1.0,,
Dominica,2005,5-14 years,male,0.0,,
Dominica,2005,55-74 years,male,0.0,,
Dominica,2005,75+ years,male,0.0,,
Dominica,2006,15-24 years,female,0.0,,
Dominica,2006,25-34 years,female,0.0,,
Dominica,2006,35-54 years,female,0.0,,
Dominica,2006,5-14 years,female,0.0,,
Dominica,2006,55-74 years,female,0.0,,
Dominica,2006,75+ years,female,0.0,,
Dominica,2006,15-24 years,male,0.0,,
Dominica,2006,25-34 years,male,0.0,,
Dominica,2006,35-54 years,male,0.0,,
Dominica,2006,5-14 years,male,0.0,,
Dominica,2006,55-74 years,male,0.0,,
Dominica,2006,75+ years,male,0.0,,
Dominica,2007,15-24 years,female,0.0,,
Dominica,2007,25-34 years,female,0.0,,
Dominica,2007,35-54 years,female,0.0,,
Dominica,2007,5-14 years,female,0.0,,
Dominica,2007,55-74 years,female,0.0,,
Dominica,2007,75+ years,female,0.0,,
Dominica,2007,15-24 years,male,0.0,,
Dominica,2007,25-34 years,male,2.0,,
Dominica,2007,35-54 years,male,0.0,,
Dominica,2007,5-14 years,male,0.0,,
Dominica,2007,55-74 years,male,0.0,,
Dominica,2007,75+ years,male,0.0,,
Dominica,2008,15-24 years,female,0.0,,
Dominica,2008,25-34 years,female,0.0,,
Dominica,2008,35-54 years,female,0.0,,
Dominica,2008,5-14 years,female,0.0,,
Dominica,2008,55-74 years,female,0.0,,
Dominica,2008,75+ years,female,0.0,,
Dominica,2008,15-24 years,male,0.0,,
Dominica,2008,25-34 years,male,0.0,,
Dominica,2008,35-54 years,male,2.0,,
Dominica,2008,5-14 years,male,0.0,,
Dominica,2008,55-74 years,male,0.0,,
Dominica,2008,75+ years,male,1.0,,
Dominica,2009,15-24 years,female,0.0,,
Dominica,2009,25-34 years,female,0.0,,
Dominica,2009,35-54 years,female,0.0,,
Dominica,2009,5-14 years,female,0.0,,
Dominica,2009,55-74 years,female,0.0,,
Dominica,2009,75+ years,female,0.0,,
Dominica,2009,15-24 years,male,0.0,,
Dominica,2009,25-34 years,male,0.0,,
Dominica,2009,35-54 years,male,1.0,,
Dominica,2009,5-14 years,male,0.0,,
Dominica,2009,55-74 years,male,0.0,,
Dominica,2009,75+ years,male,0.0,,
Dominica,2010,15-24 years,female,0.0,,
Dominica,2010,25-34 years,female,0.0,,
Dominica,2010,35-54 years,female,0.0,,
Dominica,2010,5-14 years,female,0.0,,
Dominica,2010,55-74 years,female,0.0,,
Dominica,2010,75+ years,female,0.0,,
Dominica,2010,15-24 years,male,1.0,,
Dominica,2010,25-34 years,male,1.0,,
Dominica,2010,35-54 years,male,1.0,,
Dominica,2010,5-14 years,male,0.0,,
Dominica,2010,55-74 years,male,0.0,,
Dominica,2010,75+ years,male,0.0,,
Dominica,2011,15-24 years,female,1.0,,
Dominica,2011,25-34 years,female,0.0,,
Dominica,2011,35-54 years,female,0.0,,
Dominica,2011,5-14 years,female,0.0,,
Dominica,2011,55-74 years,female,0.0,,
Dominica,2011,75+ years,female,0.0,,
Dominica,2011,15-24 years,male,0.0,,
Dominica,2011,25-34 years,male,0.0,,
Dominica,2011,35-54 years,male,3.0,,
Dominica,2011,5-14 years,male,0.0,,
Dominica,2011,55-74 years,male,1.0,,
Dominica,2011,75+ years,male,0.0,,
Dominica,2012,15-24 years,female,0.0,,
Dominica,2012,25-34 years,female,0.0,,
Dominica,2012,35-54 years,female,0.0,,
Dominica,2012,5-14 years,female,0.0,,
Dominica,2012,55-74 years,female,0.0,,
Dominica,2012,75+ years,female,0.0,,
Dominica,2012,15-24 years,male,0.0,,
Dominica,2012,25-34 years,male,1.0,,
Dominica,2012,35-54 years,male,1.0,,
Dominica,2012,5-14 years,male,0.0,,
Dominica,2012,55-74 years,male,0.0,,
Dominica,2012,75+ years,male,0.0,,
Dominica,2013,15-24 years,female,0.0,,
Dominica,2013,25-34 years,female,0.0,,
Dominica,2013,35-54 years,female,0.0,,
Dominica,2013,5-14 years,female,0.0,,
Dominica,2013,55-74 years,female,0.0,,
Dominica,2013,75+ years,female,0.0,,
Dominica,2013,15-24 years,male,0.0,,
Dominica,2013,25-34 years,male,1.0,,
Dominica,2013,35-54 years,male,0.0,,
Dominica,2013,5-14 years,male,0.0,,
Dominica,2013,55-74 years,male,0.0,,
Dominica,2013,75+ years,male,0.0,,
Dominica,2014,15-24 years,female,0.0,,
Dominica,2014,25-34 years,female,0.0,,
Dominica,2014,35-54 years,female,0.0,,
Dominica,2014,5-14 years,female,0.0,,
Dominica,2014,55-74 years,female,0.0,,
Dominica,2014,75+ years,female,0.0,,
Dominica,2014,15-24 years,male,1.0,,
Dominica,2014,25-34 years,male,1.0,,
Dominica,2014,35-54 years,male,0.0,,
Dominica,2014,5-14 years,male,0.0,,
Dominica,2014,55-74 years,male,1.0,,
Dominica,2014,75+ years,male,0.0,,
Dominica,2015,15-24 years,female,0.0,,
Dominica,2015,25-34 years,female,0.0,,
Dominica,2015,35-54 years,female,1.0,,
Dominica,2015,5-14 years,female,0.0,,
Dominica,2015,55-74 years,female,0.0,,
Dominica,2015,75+ years,female,0.0,,
Dominica,2015,15-24 years,male,0.0,,
Dominica,2015,25-34 years,male,1.0,,
Dominica,2015,35-54 years,male,2.0,,
Dominica,2015,5-14 years,male,0.0,,
Dominica,2015,55-74 years,male,1.0,,
Dominica,2015,75+ years,male,0.0,,
Dominican Republic,1980,15-24 years,female,11.0,,
Dominican Republic,1980,25-34 years,female,9.0,,
Dominican Republic,1980,35-54 years,female,6.0,,
Dominican Republic,1980,5-14 years,female,1.0,,
Dominican Republic,1980,55-74 years,female,1.0,,
Dominican Republic,1980,75+ years,female,0.0,,
Dominican Republic,1980,15-24 years,male,22.0,,
Dominican Republic,1980,25-34 years,male,16.0,,
Dominican Republic,1980,35-54 years,male,23.0,,
Dominican Republic,1980,5-14 years,male,3.0,,
Dominican Republic,1980,55-74 years,male,12.0,,
Dominican Republic,1980,75+ years,male,3.0,,
Dominican Republic,1981,15-24 years,female,7.0,,
Dominican Republic,1981,25-34 years,female,12.0,,
Dominican Republic,1981,35-54 years,female,6.0,,
Dominican Republic,1981,5-14 years,female,1.0,,
Dominican Republic,1981,55-74 years,female,5.0,,
Dominican Republic,1981,75+ years,female,1.0,,
Dominican Republic,1981,15-24 years,male,15.0,,
Dominican Republic,1981,25-34 years,male,16.0,,
Dominican Republic,1981,35-54 years,male,24.0,,
Dominican Republic,1981,5-14 years,male,1.0,,
Dominican Republic,1981,55-74 years,male,19.0,,
Dominican Republic,1981,75+ years,male,6.0,,
Dominican Republic,1982,15-24 years,female,11.0,,
Dominican Republic,1982,25-34 years,female,5.0,,
Dominican Republic,1982,35-54 years,female,7.0,,
Dominican Republic,1982,5-14 years,female,1.0,,
Dominican Republic,1982,55-74 years,female,1.0,,
Dominican Republic,1982,75+ years,female,1.0,,
Dominican Republic,1982,15-24 years,male,23.0,,
Dominican Republic,1982,25-34 years,male,28.0,,
Dominican Republic,1982,35-54 years,male,28.0,,
Dominican Republic,1982,5-14 years,male,3.0,,
Dominican Republic,1982,55-74 years,male,16.0,,
Dominican Republic,1982,75+ years,male,9.0,,
Dominican Republic,1983,15-24 years,female,11.0,,
Dominican Republic,1983,25-34 years,female,3.0,,
Dominican Republic,1983,35-54 years,female,14.0,,
Dominican Republic,1983,5-14 years,female,3.0,,
Dominican Republic,1983,55-74 years,female,3.0,,
Dominican Republic,1983,75+ years,female,0.0,,
Dominican Republic,1983,15-24 years,male,29.0,,
Dominican Republic,1983,25-34 years,male,31.0,,
Dominican Republic,1983,35-54 years,male,36.0,,
Dominican Republic,1983,5-14 years,male,2.0,,
Dominican Republic,1983,55-74 years,male,16.0,,
Dominican Republic,1983,75+ years,male,19.0,,
Dominican Republic,1984,15-24 years,female,12.0,,
Dominican Republic,1984,25-34 years,female,12.0,,
Dominican Republic,1984,35-54 years,female,9.0,,
Dominican Republic,1984,5-14 years,female,4.0,,
Dominican Republic,1984,55-74 years,female,5.0,,
Dominican Republic,1984,75+ years,female,1.0,,
Dominican Republic,1984,15-24 years,male,26.0,,
Dominican Republic,1984,25-34 years,male,26.0,,
Dominican Republic,1984,35-54 years,male,26.0,,
Dominican Republic,1984,5-14 years,male,0.0,,
Dominican Republic,1984,55-74 years,male,21.0,,
Dominican Republic,1984,75+ years,male,7.0,,
Dominican Republic,1985,15-24 years,female,16.0,,
Dominican Republic,1985,25-34 years,female,10.0,,
Dominican Republic,1985,35-54 years,female,8.0,,
Dominican Republic,1985,5-14 years,female,1.0,,
Dominican Republic,1985,55-74 years,female,4.0,,
Dominican Republic,1985,75+ years,female,3.0,,
Dominican Republic,1985,15-24 years,male,24.0,,
Dominican Republic,1985,25-34 years,male,27.0,,
Dominican Republic,1985,35-54 years,male,16.0,,
Dominican Republic,1985,5-14 years,male,1.0,,
Dominican Republic,1985,55-74 years,male,14.0,,
Dominican Republic,1985,75+ years,male,9.0,,
Dominican Republic,1986,15-24 years,female,12.0,,
Dominican Republic,1986,25-34 years,female,9.0,,
Dominican Republic,1986,35-54 years,female,9.0,,
Dominican Republic,1986,5-14 years,female,0.0,,
Dominican Republic,1986,55-74 years,female,2.0,,
Dominican Republic,1986,75+ years,female,0.0,,
Dominican Republic,1986,15-24 years,male,24.0,,
Dominican Republic,1986,25-34 years,male,30.0,,
Dominican Republic,1986,35-54 years,male,22.0,,
Dominican Republic,1986,5-14 years,male,3.0,,
Dominican Republic,1986,55-74 years,male,15.0,,
Dominican Republic,1986,75+ years,male,4.0,,
Dominican Republic,1987,15-24 years,female,15.0,,
Dominican Republic,1987,25-34 years,female,6.0,,
Dominican Republic,1987,35-54 years,female,4.0,,
Dominican Republic,1987,5-14 years,female,1.0,,
Dominican Republic,1987,55-74 years,female,2.0,,
Dominican Republic,1987,75+ years,female,0.0,,
Dominican Republic,1987,15-24 years,male,18.0,,
Dominican Republic,1987,25-34 years,male,24.0,,
Dominican Republic,1987,35-54 years,male,30.0,,
Dominican Republic,1987,5-14 years,male,0.0,,
Dominican Republic,1987,55-74 years,male,16.0,,
Dominican Republic,1987,75+ years,male,6.0,,
Dominican Republic,1988,15-24 years,female,14.0,,
Dominican Republic,1988,25-34 years,female,14.0,,
Dominican Republic,1988,35-54 years,female,8.0,,
Dominican Republic,1988,5-14 years,female,2.0,,
Dominican Republic,1988,55-74 years,female,4.0,,
Dominican Republic,1988,75+ years,female,1.0,,
Dominican Republic,1988,15-24 years,male,20.0,,
Dominican Republic,1988,25-34 years,male,13.0,,
Dominican Republic,1988,35-54 years,male,27.0,,
Dominican Republic,1988,5-14 years,male,2.0,,
Dominican Republic,1988,55-74 years,male,16.0,,
Dominican Republic,1988,75+ years,male,3.0,,
Dominican Republic,1989,15-24 years,female,10.0,,
Dominican Republic,1989,25-34 years,female,12.0,,
Dominican Republic,1989,35-54 years,female,7.0,,
Dominican Republic,1989,5-14 years,female,0.0,,
Dominican Republic,1989,55-74 years,female,4.0,,
Dominican Republic,1989,75+ years,female,0.0,,
Dominican Republic,1989,15-24 years,male,18.0,,
Dominican Republic,1989,25-34 years,male,29.0,,
Dominican Republic,1989,35-54 years,male,26.0,,
Dominican Republic,1989,5-14 years,male,0.0,,
Dominican Republic,1989,55-74 years,male,14.0,,
Dominican Republic,1989,75+ years,male,7.0,,
Dominican Republic,1990,15-24 years,female,11.0,,
Dominican Republic,1990,25-34 years,female,5.0,,
Dominican Republic,1990,35-54 years,female,6.0,,
Dominican Republic,1990,5-14 years,female,3.0,,
Dominican Republic,1990,55-74 years,female,1.0,,
Dominican Republic,1990,75+ years,female,1.0,,
Dominican Republic,1990,15-24 years,male,22.0,,
Dominican Republic,1990,25-34 years,male,25.0,,
Dominican Republic,1990,35-54 years,male,31.0,,
Dominican Republic,1990,5-14 years,male,1.0,,
Dominican Republic,1990,55-74 years,male,14.0,,
Dominican Republic,1990,75+ years,male,3.0,,
Dominican Republic,1991,15-24 years,female,12.0,,
Dominican Republic,1991,25-34 years,female,6.0,,
Dominican Republic,1991,35-54 years,female,5.0,,
Dominican Republic,1991,5-14 years,female,1.0,,
Dominican Republic,1991,55-74 years,female,3.0,,
Dominican Republic,1991,75+ years,female,0.0,,
Dominican Republic,1991,15-24 years,male,24.0,,
Dominican Republic,1991,25-34 years,male,18.0,,
Dominican Republic,1991,35-54 years,male,27.0,,
Dominican Republic,1991,5-14 years,male,2.0,,
Dominican Republic,1991,55-74 years,male,18.0,,
Dominican Republic,1991,75+ years,male,3.0,,
Dominican Republic,1992,15-24 years,female,8.0,,
Dominican Republic,1992,25-34 years,female,4.0,,
Dominican Republic,1992,35-54 years,female,5.0,,
Dominican Republic,1992,5-14 years,female,4.0,,
Dominican Republic,1992,55-74 years,female,4.0,,
Dominican Republic,1992,75+ years,female,0.0,,
Dominican Republic,1992,15-24 years,male,28.0,,
Dominican Republic,1992,25-34 years,male,24.0,,
Dominican Republic,1992,35-54 years,male,28.0,,
Dominican Republic,1992,5-14 years,male,2.0,,
Dominican Republic,1992,55-74 years,male,17.0,,
Dominican Republic,1992,75+ years,male,9.0,,
Dominican Republic,1994,15-24 years,female,5.0,,
Dominican Republic,1994,25-34 years,female,4.0,,
Dominican Republic,1994,35-54 years,female,4.0,,
Dominican Republic,1994,5-14 years,female,1.0,,
Dominican Republic,1994,55-74 years,female,1.0,,
Dominican Republic,1994,75+ years,female,3.0,,
Dominican Republic,1994,15-24 years,male,24.0,,
Dominican Republic,1994,25-34 years,male,16.0,,
Dominican Republic,1994,35-54 years,male,21.0,,
Dominican Republic,1994,5-14 years,male,0.0,,
Dominican Republic,1994,55-74 years,male,14.0,,
Dominican Republic,1994,75+ years,male,5.0,,
Dominican Republic,1995,15-24 years,female,10.0,,
Dominican Republic,1995,25-34 years,female,3.0,,
Dominican Republic,1995,35-54 years,female,5.0,,
Dominican Republic,1995,5-14 years,female,4.0,,
Dominican Republic,1995,55-74 years,female,2.0,,
Dominican Republic,1995,75+ years,female,0.0,,
Dominican Republic,1995,15-24 years,male,19.0,,
Dominican Republic,1995,25-34 years,male,32.0,,
Dominican Republic,1995,35-54 years,male,26.0,,
Dominican Republic,1995,5-14 years,male,2.0,,
Dominican Republic,1995,55-74 years,male,22.0,,
Dominican Republic,1995,75+ years,male,11.0,,
Dominican Republic,1996,15-24 years,female,6.0,,
Dominican Republic,1996,25-34 years,female,7.0,,
Dominican Republic,1996,35-54 years,female,6.0,,
Dominican Republic,1996,5-14 years,female,0.0,,
Dominican Republic,1996,55-74 years,female,3.0,,
Dominican Republic,1996,75+ years,female,1.0,,
Dominican Republic,1996,15-24 years,male,15.0,,
Dominican Republic,1996,25-34 years,male,23.0,,
Dominican Republic,1996,35-54 years,male,30.0,,
Dominican Republic,1996,5-14 years,male,2.0,,
Dominican Republic,1996,55-74 years,male,19.0,,
Dominican Republic,1996,75+ years,male,6.0,,
Dominican Republic,1997,15-24 years,female,5.0,,
Dominican Republic,1997,25-34 years,female,5.0,,
Dominican Republic,1997,35-54 years,female,4.0,,
Dominican Republic,1997,5-14 years,female,1.0,,
Dominican Republic,1997,55-74 years,female,2.0,,
Dominican Republic,1997,75+ years,female,0.0,,
Dominican Republic,1997,15-24 years,male,28.0,,
Dominican Republic,1997,25-34 years,male,24.0,,
Dominican Republic,1997,35-54 years,male,41.0,,
Dominican Republic,1997,5-14 years,male,0.0,,
Dominican Republic,1997,55-74 years,male,32.0,,
Dominican Republic,1997,75+ years,male,9.0,,
Dominican Republic,1998,15-24 years,female,10.0,,
Dominican Republic,1998,25-34 years,female,5.0,,
Dominican Republic,1998,35-54 years,female,12.0,,
Dominican Republic,1998,5-14 years,female,2.0,,
Dominican Republic,1998,55-74 years,female,9.0,,
Dominican Republic,1998,75+ years,female,1.0,,
Dominican Republic,1998,15-24 years,male,20.0,,
Dominican Republic,1998,25-34 years,male,29.0,,
Dominican Republic,1998,35-54 years,male,39.0,,
Dominican Republic,1998,5-14 years,male,1.0,,
Dominican Republic,1998,55-74 years,male,19.0,,
Dominican Republic,1998,75+ years,male,2.0,,
Dominican Republic,1999,15-24 years,female,5.0,,
Dominican Republic,1999,25-34 years,female,3.0,,
Dominican Republic,1999,35-54 years,female,8.0,,
Dominican Republic,1999,5-14 years,female,1.0,,
Dominican Republic,1999,55-74 years,female,5.0,,
Dominican Republic,1999,75+ years,female,1.0,,
Dominican Republic,1999,15-24 years,male,26.0,,
Dominican Republic,1999,25-34 years,male,32.0,,
Dominican Republic,1999,35-54 years,male,48.0,,
Dominican Republic,1999,5-14 years,male,2.0,,
Dominican Republic,1999,55-74 years,male,35.0,,
Dominican Republic,1999,75+ years,male,8.0,,
Dominican Republic,2000,15-24 years,female,8.0,,
Dominican Republic,2000,25-34 years,female,9.0,,
Dominican Republic,2000,35-54 years,female,11.0,,
Dominican Republic,2000,5-14 years,female,0.0,,
Dominican Republic,2000,55-74 years,female,3.0,,
Dominican Republic,2000,75+ years,female,2.0,,
Dominican Republic,2000,15-24 years,male,20.0,,
Dominican Republic,2000,25-34 years,male,32.0,,
Dominican Republic,2000,35-54 years,male,29.0,,
Dominican Republic,2000,5-14 years,male,1.0,,
Dominican Republic,2000,55-74 years,male,26.0,,
Dominican Republic,2000,75+ years,male,7.0,,
Dominican Republic,2001,15-24 years,female,8.0,,
Dominican Republic,2001,25-34 years,female,7.0,,
Dominican Republic,2001,35-54 years,female,5.0,,
Dominican Republic,2001,5-14 years,female,0.0,,
Dominican Republic,2001,55-74 years,female,4.0,,
Dominican Republic,2001,75+ years,female,1.0,,
Dominican Republic,2001,15-24 years,male,29.0,,
Dominican Republic,2001,25-34 years,male,26.0,,
Dominican Republic,2001,35-54 years,male,31.0,,
Dominican Republic,2001,5-14 years,male,0.0,,
Dominican Republic,2001,55-74 years,male,30.0,,
Dominican Republic,2001,75+ years,male,11.0,,
Dominican Republic,2002,15-24 years,female,7.0,,
Dominican Republic,2002,25-34 years,female,3.0,,
Dominican Republic,2002,35-54 years,female,4.0,,
Dominican Republic,2002,5-14 years,female,0.0,,
Dominican Republic,2002,55-74 years,female,3.0,,
Dominican Republic,2002,75+ years,female,0.0,,
Dominican Republic,2002,15-24 years,male,20.0,,
Dominican Republic,2002,25-34 years,male,24.0,,
Dominican Republic,2002,35-54 years,male,41.0,,
Dominican Republic,2002,5-14 years,male,3.0,,
Dominican Republic,2002,55-74 years,male,26.0,,
Dominican Republic,2002,75+ years,male,6.0,,
Dominican Republic,2003,15-24 years,female,4.0,,
Dominican Republic,2003,25-34 years,female,2.0,,
Dominican Republic,2003,35-54 years,female,9.0,,
Dominican Republic,2003,5-14 years,female,1.0,,
Dominican Republic,2003,55-74 years,female,1.0,,
Dominican Republic,2003,75+ years,female,3.0,,
Dominican Republic,2003,15-24 years,male,15.0,,
Dominican Republic,2003,25-34 years,male,36.0,,
Dominican Republic,2003,35-54 years,male,44.0,,
Dominican Republic,2003,5-14 years,male,0.0,,
Dominican Republic,2003,55-74 years,male,32.0,,
Dominican Republic,2003,75+ years,male,9.0,,
Dominican Republic,2004,15-24 years,female,5.0,,
Dominican Republic,2004,25-34 years,female,10.0,,
Dominican Republic,2004,35-54 years,female,5.0,,
Dominican Republic,2004,5-14 years,female,0.0,,
Dominican Republic,2004,55-74 years,female,3.0,,
Dominican Republic,2004,75+ years,female,3.0,,
Dominican Republic,2004,15-24 years,male,19.0,,
Dominican Republic,2004,25-34 years,male,29.0,,
Dominican Republic,2004,35-54 years,male,39.0,,
Dominican Republic,2004,5-14 years,male,7.0,,
Dominican Republic,2004,55-74 years,male,22.0,,
Dominican Republic,2004,75+ years,male,7.0,,
Dominican Republic,2005,15-24 years,female,11.0,,
Dominican Republic,2005,25-34 years,female,8.0,,
Dominican Republic,2005,35-54 years,female,6.0,,
Dominican Republic,2005,5-14 years,female,4.0,,
Dominican Republic,2005,55-74 years,female,3.0,,
Dominican Republic,2005,75+ years,female,1.0,,
Dominican Republic,2005,15-24 years,male,38.0,,
Dominican Republic,2005,25-34 years,male,49.0,,
Dominican Republic,2005,35-54 years,male,66.0,,
Dominican Republic,2005,5-14 years,male,0.0,,
Dominican Republic,2005,55-74 years,male,33.0,,
Dominican Republic,2005,75+ years,male,2.0,,
Dominican Republic,2006,15-24 years,female,3.0,,
Dominican Republic,2006,25-34 years,female,2.0,,
Dominican Republic,2006,35-54 years,female,12.0,,
Dominican Republic,2006,5-14 years,female,4.0,,
Dominican Republic,2006,55-74 years,female,5.0,,
Dominican Republic,2006,75+ years,female,0.0,,
Dominican Republic,2006,15-24 years,male,26.0,,
Dominican Republic,2006,25-34 years,male,22.0,,
Dominican Republic,2006,35-54 years,male,50.0,,
Dominican Republic,2006,5-14 years,male,2.0,,
Dominican Republic,2006,55-74 years,male,25.0,,
Dominican Republic,2006,75+ years,male,6.0,,
Dominican Republic,2007,15-24 years,female,9.0,,
Dominican Republic,2007,25-34 years,female,9.0,,
